Order Date,Website,Purchase Order Number,Shipment Date,Order Status,Subtotal,Shipping Charge,Tax Before Promotions,Total Promotions,Tax Charged,Total Charged,Buyer Name,Group Name
10/18/2021,Amazon.com,,10/19/2021,Shipped,$21.99 ,$4.99 ,$1.62 ,$0.00 ,$1.62 ,$28.60 ,PSF,
10/18/2021,Amazon.com,,10/18/2021,Shipped,$11.99 ,$0.00 ,$0.72 ,$0.00 ,$0.72 ,$12.71 ,PSF,
10/18/2021,Amazon.com,,10/18/2021,Shipped,$9.99 ,$0.00 ,$0.60 ,$0.00 ,$0.60 ,$10.59 ,PSF,
10/19/2021,Amazon.com,,10/19/2021,Shipped,$100.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$100.00 ,PSF,
10/19/2021,Amazon.com,,11/2/2021,Shipped,$9.98 ,$0.00 ,$0.00 ,$1.50 ,$0.00 ,$8.48 ,PSF,
10/20/2021,Amazon.com,,11/2/2021,Shipped,$8.99 ,$0.00 ,$0.46 ,$1.35 ,$0.46 ,$8.10 ,PSF,
10/20/2021,Amazon.com,,11/2/2021,Shipped,$8.19 ,$0.00 ,$0.42 ,$1.23 ,$0.42 ,$7.38 ,PSF,
10/22/2021,Amazon.com,,11/3/2021,Shipped,$17.98 ,$0.00 ,$0.00 ,$2.70 ,$0.00 ,$15.28 ,PSF,
10/23/2021,Amazon.com,,10/24/2021,Shipped,$17.99 ,$0.00 ,$0.78 ,$5.00 ,$0.78 ,$13.77 ,PSF,
10/23/2021,Amazon.com,,10/24/2021,Shipped,$19.98 ,$0.00 ,$1.20 ,$0.00 ,$1.20 ,$21.18 ,PSF,
10/24/2021,Amazon.com,,10/24/2021,Shipped,$64.95 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$64.95 ,PSF,
10/25/2021,Amazon.com,,10/25/2021,Shipped,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,PSF,
10/26/2021,Amazon.com,,10/26/2021,Shipped,$27.78 ,$0.00 ,$1.67 ,$0.00 ,$1.67 ,$29.45 ,PSF,
10/26/2021,Amazon.com,,10/26/2021,Shipped,$30.99 ,$0.00 ,$1.49 ,$6.20 ,$1.49 ,$26.28 ,PSF,
10/27/2021,Amazon.com,,10/31/2021,Shipped,$25.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$25.00 ,PSF,
10/27/2021,Amazon.com,,11/2/2021,Shipped,$10.52 ,$0.00 ,$0.54 ,$1.58 ,$0.54 ,$9.48 ,PSF,
10/28/2021,Amazon.com,,11/2/2021,Shipped,$4.69 ,$0.00 ,$0.24 ,$0.70 ,$0.24 ,$4.23 ,PSF,
10/28/2021,Amazon.com,,11/2/2021,Shipped,$19.32 ,$0.00 ,$0.00 ,$2.90 ,$0.00 ,$16.42 ,PSF,
10/28/2021,Amazon.com,,11/3/2021,Shipped,$29.99 ,$0.00 ,$0.00 ,$4.50 ,$0.00 ,$25.49 ,PSF,
11/1/2021,Amazon.com,,11/2/2021,Shipped,$64.47 ,$0.00 ,$3.87 ,$0.00 ,$3.87 ,$68.34 ,PSF,
11/3/2021,Amazon.com,,11/4/2021,Shipped,$20.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$20.00 ,PSF,
11/4/2021,Amazon.com,,11/4/2021,Shipped,$109.01 ,$9.95 ,$0.00 ,$0.00 ,$0.00 ,$118.96 ,PSF,
11/9/2021,Amazon.com,,11/9/2021,Shipped,$51.99 ,$0.00 ,$3.12 ,$0.00 ,$3.12 ,$55.11 ,PSF,
11/11/2021,Amazon.com,,11/15/2021,Shipped,$28.99 ,$8.99 ,$2.28 ,$0.00 ,$2.28 ,$40.26 ,PSF,
11/12/2021,Amazon.com,,11/13/2021,Shipped,$15.99 ,$0.00 ,$0.96 ,$0.00 ,$0.96 ,$16.95 ,PSF,
11/12/2021,Amazon.com,,11/13/2021,Shipped,$195.46 ,$0.00 ,$11.73 ,$0.00 ,$11.73 ,$207.19 ,PSF,
11/12/2021,Amazon.com,,11/13/2021,Shipped,$83.95 ,$0.00 ,$5.04 ,$0.00 ,$5.04 ,$88.99 ,PSF,
11/12/2021,Amazon.com,,11/12/2021,Shipped,$24.29 ,$1.50 ,$1.46 ,$1.50 ,$1.46 ,$25.75 ,PSF,
11/12/2021,Amazon.com,,11/12/2021,Shipped,$25.72 ,$1.49 ,$1.54 ,$1.49 ,$1.54 ,$27.26 ,PSF,
11/12/2021,Amazon.com,,11/16/2021,Shipped,$15.35 ,$0.00 ,$0.92 ,$0.00 ,$0.92 ,$16.27 ,PSF,
11/12/2021,Amazon.com,,11/29/2021,Shipped,$11.99 ,$0.00 ,$0.72 ,$0.00 ,$0.72 ,$12.71 ,PSF,
11/13/2021,Amazon.com,,12/3/2021,Shipped,$10.99 ,$0.00 ,$0.00 ,$1.65 ,$0.00 ,$9.34 ,PSF,
11/13/2021,Amazon.com,,11/13/2021,Shipped,$86.97 ,$0.00 ,$5.22 ,$0.00 ,$5.22 ,$92.19 ,PSF,
11/13/2021,Amazon.com,,11/13/2021,Shipped,$158.51 ,$0.00 ,$9.51 ,$0.00 ,$9.51 ,$168.02 ,PSF,
11/13/2021,Amazon.com,,11/14/2021,Shipped,$9.99 ,$0.00 ,$0.60 ,$0.00 ,$0.60 ,$10.59 ,PSF,
11/13/2021,Amazon.com,,11/15/2021,Shipped,$12.99 ,$0.00 ,$0.78 ,$0.00 ,$0.78 ,$13.77 ,PSF,
11/13/2021,Amazon.com,,11/13/2021,Shipped,$34.99 ,$0.00 ,$2.10 ,$0.00 ,$2.10 ,$37.09 ,PSF,
11/13/2021,Amazon.com,,11/15/2021,Shipped,$61.00 ,$0.00 ,$3.66 ,$0.00 ,$3.66 ,$64.66 ,PSF,
11/13/2021,Amazon.com,,11/13/2021,Shipped,$9.97 ,$0.00 ,$0.60 ,$0.00 ,$0.60 ,$10.57 ,PSF,
11/13/2021,Amazon.com,,11/15/2021,Shipped,$24.99 ,$0.00 ,$1.50 ,$0.00 ,$1.50 ,$26.49 ,PSF,
11/13/2021,Amazon.com,,11/23/2021,Shipped,$39.99 ,$0.00 ,$2.40 ,$0.00 ,$2.40 ,$42.39 ,PSF,
11/14/2021,Amazon.com,,11/15/2021,Shipped,$48.92 ,$0.00 ,$2.94 ,$0.00 ,$2.94 ,$51.86 ,PSF,
11/14/2021,Amazon.com,,11/15/2021,Shipped,$50.66 ,$0.00 ,$3.04 ,$0.00 ,$3.04 ,$53.70 ,PSF,
11/14/2021,Amazon.com,,11/19/2021,Shipped,$8.99 ,$0.00 ,$0.54 ,$0.00 ,$0.54 ,$9.53 ,PSF,
11/14/2021,Amazon.com,,11/20/2021,Shipped,$11.99 ,$0.00 ,$0.68 ,$0.60 ,$0.68 ,$12.07 ,PSF,
11/14/2021,Amazon.com,,11/14/2021,Shipped,$3.96 ,$3.99 ,$0.48 ,$0.00 ,$0.48 ,$8.43 ,PSF,
11/14/2021,Amazon.com,,11/20/2021,Shipped,$12.99 ,$0.00 ,$0.78 ,$0.00 ,$0.78 ,$13.77 ,PSF,
11/17/2021,Amazon.com,,11/17/2021,Shipped,$9.99 ,$0.00 ,$0.60 ,$0.00 ,$0.60 ,$10.59 ,PSF,
11/18/2021,Amazon.com,,12/3/2021,Shipped,$25.99 ,$0.00 ,$1.33 ,$3.90 ,$1.33 ,$23.42 ,PSF,
11/19/2021,Amazon.com,,12/1/2021,Shipped,$6.99 ,$0.00 ,$0.36 ,$1.05 ,$0.36 ,$6.30 ,PSF,
11/19/2021,Amazon.com,,12/3/2021,Shipped,$18.00 ,$0.00 ,$0.00 ,$1.80 ,$0.00 ,$16.20 ,PSF,
11/19/2021,Amazon.com,,12/1/2021,Shipped,$6.39 ,$0.00 ,$0.33 ,$0.96 ,$0.33 ,$5.76 ,PSF,
11/19/2021,Amazon.com,,12/1/2021,Shipped,$5.29 ,$0.00 ,$0.27 ,$0.79 ,$0.27 ,$4.77 ,PSF,
11/19/2021,Amazon.com,,12/1/2021,Shipped,$5.64 ,$0.00 ,$0.00 ,$0.85 ,$0.00 ,$4.79 ,PSF,
11/24/2021,Amazon.com,,12/3/2021,Shipped,$27.94 ,$0.00 ,$0.00 ,$9.19 ,$0.00 ,$18.75 ,PSF,
11/25/2021,Amazon.com,,12/2/2021,Shipped,$4.33 ,$0.00 ,$0.22 ,$0.65 ,$0.22 ,$3.90 ,PSF,
11/26/2021,Amazon.com,,12/3/2021,Shipped,$11.83 ,$0.00 ,$0.60 ,$1.77 ,$0.60 ,$10.66 ,PSF,
11/26/2021,Amazon.com,,11/27/2021,Shipped,$40.98 ,$0.00 ,$2.46 ,$0.00 ,$2.46 ,$43.44 ,PSF,
11/26/2021,Amazon.com,,11/27/2021,Shipped,$5.99 ,$0.00 ,$0.36 ,$0.00 ,$0.36 ,$6.35 ,PSF,
11/26/2021,Amazon.com,,11/27/2021,Shipped,$7.58 ,$0.00 ,$0.46 ,$0.00 ,$0.46 ,$8.04 ,PSF,
11/27/2021,Amazon.com,,12/3/2021,Shipped,$17.94 ,$0.00 ,$0.00 ,$2.69 ,$0.00 ,$15.25 ,PSF,
11/27/2021,Amazon.com,,12/3/2021,Shipped,$10.52 ,$0.00 ,$0.54 ,$1.58 ,$0.54 ,$9.48 ,PSF,
11/27/2021,Amazon.com,,11/28/2021,Shipped,$23.99 ,$0.00 ,$1.44 ,$0.00 ,$1.44 ,$25.43 ,PSF,
11/27/2021,Amazon.com,,12/3/2021,Shipped,$26.08 ,$0.00 ,$0.00 ,$3.91 ,$0.00 ,$22.17 ,PSF,
11/30/2021,Amazon.com,,12/1/2021,Shipped,$138.99 ,$0.00 ,$0.84 ,$0.00 ,$0.84 ,$139.83 ,PSF,
11/30/2021,Amazon.com,,12/1/2021,Shipped,$140.05 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$140.05 ,PSF,
12/1/2021,Amazon.com,,12/1/2021,Shipped,$16.97 ,$0.00 ,$1.02 ,$0.00 ,$1.02 ,$17.99 ,PSF,
12/3/2021,Amazon.com,,12/3/2021,Shipped,$25.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$25.00 ,PSF,
12/4/2021,Amazon.com,,12/4/2021,Shipped,$16.31 ,$0.00 ,$0.98 ,$0.00 ,$0.98 ,$17.29 ,PSF,
12/4/2021,Amazon.com,,12/5/2021,Shipped,$8.98 ,$0.00 ,$0.54 ,$0.00 ,$0.54 ,$9.52 ,PSF,
12/4/2021,Amazon.com,,12/11/2021,Shipped,$14.99 ,$0.00 ,$0.90 ,$0.00 ,$0.90 ,$15.89 ,PSF,
12/7/2021,Amazon.com,,12/8/2021,Shipped,$7.62 ,$0.00 ,$0.46 ,$0.00 ,$0.46 ,$8.08 ,PSF,
12/7/2021,Amazon.com,,12/8/2021,Shipped,$7.42 ,$0.00 ,$0.45 ,$0.00 ,$0.45 ,$7.87 ,PSF,
12/7/2021,Amazon.com,,12/8/2021,Shipped,$12.99 ,$0.00 ,$0.78 ,$0.00 ,$0.78 ,$13.77 ,PSF,
12/9/2021,Amazon.com,,12/9/2021,Shipped,$25.49 ,$0.00 ,$1.53 ,$0.00 ,$1.53 ,$27.02 ,PSF,
12/9/2021,Amazon.com,,12/10/2021,Shipped,$16.99 ,$0.00 ,$1.02 ,$0.00 ,$1.02 ,$18.01 ,PSF,
12/9/2021,Amazon.com,,12/13/2021,Shipped,$29.99 ,$0.00 ,$1.80 ,$0.00 ,$1.80 ,$31.79 ,PSF,
12/11/2021,Amazon.com,,12/14/2021,Shipped,$29.95 ,$0.00 ,$1.80 ,$0.00 ,$1.80 ,$31.75 ,PSF,
12/11/2021,Amazon.com,,12/11/2021,Shipped,$13.97 ,$0.00 ,$0.84 ,$0.00 ,$0.84 ,$14.81 ,PSF,
12/11/2021,Amazon.com,,12/11/2021,Shipped,$21.00 ,$0.00 ,$1.26 ,$0.00 ,$1.26 ,$22.26 ,PSF,
12/13/2021,Amazon.com,,1/2/2022,Shipped,$29.94 ,$0.00 ,$0.00 ,$7.49 ,$0.00 ,$22.45 ,PSF,
12/13/2021,Amazon.com,,12/13/2021,Shipped,$13.99 ,$0.00 ,$0.84 ,$0.00 ,$0.84 ,$14.83 ,PSF,
12/13/2021,Amazon.com,,12/17/2021,Shipped,$23.75 ,$0.00 ,$1.43 ,$0.00 ,$1.43 ,$25.18 ,PSF,
12/14/2021,Amazon.com,,1/3/2022,Shipped,$28.73 ,$0.00 ,$1.47 ,$4.31 ,$1.47 ,$25.89 ,PSF,
12/16/2021,Amazon.com,,12/16/2021,Shipped,$69.46 ,$2.99 ,$3.74 ,$9.99 ,$3.74 ,$66.20 ,PSF,
12/17/2021,Amazon.com,,12/17/2021,Shipped,$12.99 ,$0.00 ,$0.73 ,$0.78 ,$0.73 ,$12.94 ,PSF,
12/18/2021,Amazon.com,,12/23/2021,Shipped,$35.33 ,$0.00 ,$2.12 ,$0.00 ,$2.12 ,$37.45 ,PSF,
12/18/2021,Amazon.com,,12/24/2021,Shipped,$10.99 ,$0.00 ,$0.66 ,$0.00 ,$0.66 ,$11.65 ,PSF,
12/18/2021,Amazon.com,,12/18/2021,Shipped,$15.90 ,$0.00 ,$0.95 ,$0.00 ,$0.95 ,$16.85 ,PSF,
12/19/2021,Amazon.com,,1/3/2022,Shipped,$46.98 ,$0.00 ,$0.00 ,$7.05 ,$0.00 ,$39.93 ,PSF,
12/20/2021,Amazon.com,,1/2/2022,Shipped,$19.97 ,$0.00 ,$0.00 ,$3.00 ,$0.00 ,$16.97 ,PSF,
12/20/2021,Amazon.com,,1/3/2022,Shipped,$14.68 ,$0.00 ,$0.00 ,$2.20 ,$0.00 ,$12.48 ,PSF,
12/20/2021,Amazon.com,,1/2/2022,Shipped,$19.95 ,$0.00 ,$0.00 ,$3.00 ,$0.00 ,$16.95 ,PSF,
12/20/2021,Amazon.com,,1/3/2022,Shipped,$9.99 ,$0.00 ,$0.57 ,$0.50 ,$0.57 ,$10.06 ,PSF,
12/20/2021,Amazon.com,,1/3/2022,Shipped,$9.98 ,$0.00 ,$0.00 ,$1.50 ,$0.00 ,$8.48 ,PSF,
12/22/2021,Amazon.com,,1/3/2022,Shipped,$13.99 ,$0.00 ,$0.71 ,$2.10 ,$0.71 ,$12.60 ,PSF,
12/23/2021,Amazon.com,,12/26/2021,Shipped,$22.99 ,$0.00 ,$1.38 ,$0.00 ,$1.38 ,$24.37 ,PSF,
12/23/2021,Amazon.com,,12/26/2021,Shipped,$57.98 ,$0.00 ,$3.48 ,$0.00 ,$3.48 ,$61.46 ,PSF,
12/25/2021,Amazon.com,,12/25/2021,Shipped,$200.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$200.00 ,PSF,
12/26/2021,Amazon.com,,1/3/2022,Shipped,$18.44 ,$0.00 ,$0.94 ,$2.77 ,$0.94 ,$16.61 ,PSF,
12/27/2021,Amazon.com,,1/2/2022,Shipped,$21.49 ,$0.00 ,$1.23 ,$1.07 ,$1.23 ,$21.65 ,PSF,
12/27/2021,Amazon.com,,12/28/2021,Shipped,$20.99 ,$0.00 ,$1.26 ,$0.00 ,$1.26 ,$22.25 ,PSF,
12/27/2021,Amazon.com,,1/3/2022,Shipped,$9.76 ,$0.00 ,$0.00 ,$1.46 ,$0.00 ,$8.30 ,PSF,
12/28/2021,Amazon.com,,12/29/2021,Shipped,$22.30 ,$0.00 ,$1.34 ,$0.00 ,$1.34 ,$23.64 ,PSF,
12/28/2021,Amazon.com,,1/2/2022,Shipped,$15.00 ,$0.00 ,$0.90 ,$0.00 ,$0.90 ,$15.90 ,PSF,
12/28/2021,Amazon.com,,12/28/2021,Shipped,$9.35 ,$0.00 ,$0.56 ,$0.00 ,$0.56 ,$9.91 ,PSF,
12/28/2021,Amazon.com,,1/3/2022,Shipped,$10.96 ,$0.00 ,$0.56 ,$1.64 ,$0.56 ,$9.88 ,PSF,
12/28/2021,Amazon.com,,1/4/2022,Shipped,$23.94 ,$0.00 ,$0.00 ,$3.59 ,$0.00 ,$20.35 ,PSF,
12/28/2021,Amazon.com,,12/29/2021,Shipped,$5.98 ,$0.00 ,$0.26 ,$1.50 ,$0.26 ,$4.74 ,PSF,
12/30/2021,Amazon.com,,1/3/2022,Shipped,$111.68 ,$0.00 ,$6.70 ,$0.00 ,$6.70 ,$118.38 ,PSF,
12/31/2021,Amazon.com,,12/31/2021,Shipped,$29.99 ,$0.00 ,$1.70 ,$1.71 ,$1.70 ,$29.98 ,PSF,
12/31/2021,Amazon.com,,12/31/2021,Shipped,$39.98 ,$2.99 ,$2.26 ,$5.28 ,$2.26 ,$39.95 ,PSF,
